mz	intensity	snr	snr_flag	present	fraction	rsd	fraction_flag	rsd_flag	flags
70.0138240836	453.839935303	0.922243024617	0	1.0	1.0	nan	1	1	0
70.03780933	456.973327637	0.928610355913	0	1.0	1.0	nan	1	1	0
70.0385139849	460.316009521	0.93540298215	0	1.0	1.0	nan	1	1	0
70.0650656235	422.335693359	0.85822360914	0	1.0	1.0	nan	1	1	0
70.0697631868	481.469268799	0.97838828225	0	1.0	1.0	nan	1	1	0
70.0747925019	449.7918396	0.9140169349	0	1.0	1.0	nan	1	1	0
70.0784542095	438.038452148	0.890133008543	0	1.0	1.0	nan	1	1	0
70.0878984791	392.868133545	0.798342912495	0	1.0	1.0	nan	1	1	0
70.0929990963	464.487670898	0.943880168282	0	1.0	1.0	nan	1	1	0
70.1155900058	617.268432617	1.25434423464	0	1.0	1.0	nan	1	1	0
70.1442563375	433.563598633	0.881039709078	0	1.0	1.0	nan	1	1	0
70.1580618104	402.546630859	0.818010477958	0	1.0	1.0	nan	1	1	0
70.1749083575	460.25012207	0.935269093002	0	1.0	1.0	nan	1	1	0
70.2197151215	411.925994873	0.837070178006	0	1.0	1.0	nan	1	1	0
70.2500391807	426.271087646	0.866220679579	0	1.0	1.0	nan	1	1	0
70.3334040659	547.91998291	1.1134220305	0	1.0	1.0	nan	1	1	0
70.3728046748	389.980224609	0.79247442525	0	1.0	1.0	nan	1	1	0
70.3806182277	393.369476318	0.799361685503	0	1.0	1.0	nan	1	1	0
70.4313480708	492.11505127	1.00002145699	0	1.0	1.0	nan	1	1	0
70.4511053717	442.862701416	0.899936311183	0	1.0	1.0	nan	1	1	0
70.4518856817	486.521606445	0.988655080718	0	1.0	1.0	nan	1	1	0
70.4597920153	455.403869629	0.92542107796	0	1.0	1.0	nan	1	1	0
70.4602403416	380.021118164	0.772236637131	0	1.0	1.0	nan	1	1	0
70.4603853381	416.861450195	0.847099461219	0	1.0	1.0	nan	1	1	0
70.4979982646	470.509887695	0.956117847256	0	1.0	1.0	nan	1	1	0
70.4987327615	398.651641846	0.810095514621	0	1.0	1.0	nan	1	1	0
70.5063527821	437.006011963	0.888034998462	0	1.0	1.0	nan	1	1	0
70.5404074078	531.078308105	1.07919825268	0	1.0	1.0	nan	1	1	0
70.5469843215	457.745605469	0.930179693004	0	1.0	1.0	nan	1	1	0
70.5821903898	511.975372314	1.04037939186	0	1.0	1.0	nan	1	1	0
70.5834389045	503.060150146	1.02226286923	0	1.0	1.0	nan	1	1	0
