mz	intensity	snr	snr_flag	present	fraction	rsd	fraction_flag	rsd_flag	flags
70.007567803	2355.42016602	0.870550338482	0	1.0	1.0	nan	1	1	0
70.0190992034	2672.81420898	0.987857431087	0	1.0	1.0	nan	1	1	0
70.0310544274	2375.20288086	0.877861921083	0	1.0	1.0	nan	1	1	0
70.0582454648	2483.89819336	0.918035110756	0	1.0	1.0	nan	1	1	0
70.0864778036	2622.36157227	0.969210414047	0	1.0	1.0	nan	1	1	0
70.0932090886	2368.02758789	0.875209972266	0	1.0	1.0	nan	1	1	0
70.1048527442	2420.21020508	0.894496380573	0	1.0	1.0	nan	1	1	0
70.1194925316	2133.10668945	0.788384500275	0	1.0	1.0	nan	1	1	0
70.1469310722	2342.90087891	0.865923278823	0	1.0	1.0	nan	1	1	0
70.1595572709	2531.25512695	0.935537972947	0	1.0	1.0	nan	1	1	0
70.1708043817	2245.17822266	0.82980552255	0	1.0	1.0	nan	1	1	0
70.2089701821	2055.78686523	0.759807518505	0	1.0	1.0	nan	1	1	0
70.239184378	2635.67749023	0.97413190409	0	1.0	1.0	nan	1	1	0
70.2549522353	2211.01953125	0.81718065808	0	1.0	1.0	nan	1	1	0
70.2625882403	2536.5	0.937476449179	0	1.0	1.0	nan	1	1	0
70.2842214719	2289.54907227	0.846204744525	0	1.0	1.0	nan	1	1	0
70.2960274548	2872.68383789	1.06172814664	0	1.0	1.0	nan	1	1	0
70.3114777258	2085.21777344	0.770685020306	0	1.0	1.0	nan	1	1	0
70.3173533664	2385.39794922	0.881629962275	0	1.0	1.0	nan	1	1	0
70.415950604	2165.61889648	0.800400833176	0	1.0	1.0	nan	1	1	0
70.441017501	2500.50756836	0.924173844404	0	1.0	1.0	nan	1	1	0
70.4421120932	2955.29736328	1.09226165125	0	1.0	1.0	nan	1	1	0
70.4522833214	2625.11132812	0.970226708689	0	1.0	1.0	nan	1	1	0
70.4548782157	2767.69433594	1.02292460417	0	1.0	1.0	nan	1	1	0
70.4673931	3027.85253906	1.11907764516	0	1.0	1.0	nan	1	1	0
70.4733343795	2349.08203125	0.868207798733	0	1.0	1.0	nan	1	1	0
70.4854464108	2864.85351562	1.0588341026	0	1.0	1.0	nan	1	1	0
70.5142687556	2556.89916992	0.945015870186	0	1.0	1.0	nan	1	1	0
70.5268638018	2465.41601562	0.911204199518	0	1.0	1.0	nan	1	1	0
70.5332872785	2412.01855469	0.891468791643	0	1.0	1.0	nan	1	1	0
