mz	intensity	snr	snr_flag	present	fraction	rsd	fraction_flag	rsd_flag	flags
70.0240932813	3194.4831543	1.17667631777	0	1.0	1.0	nan	1	1	0
70.0376738116	2792.53564453	1.0286204061	0	1.0	1.0	nan	1	1	0
70.0910553588	3329.01660156	1.22623122656	0	1.0	1.0	nan	1	1	0
70.1215051113	2528.99755859	0.931547105172	0	1.0	1.0	nan	1	1	0
70.1781269062	2833.33178711	1.04364751769	0	1.0	1.0	nan	1	1	0
70.2038952539	2492.1574707	0.917977192021	0	1.0	1.0	nan	1	1	0
70.212402372	2417.58227539	0.890507688511	0	1.0	1.0	nan	1	1	0
70.2142693107	3223.14379883	1.18723336254	0	1.0	1.0	nan	1	1	0
70.2280351064	2241.14257812	0.825516764077	0	1.0	1.0	nan	1	1	0
70.238410493	2201.29882812	0.81084046285	0	1.0	1.0	nan	1	1	0
70.2837574185	2669.38183594	0.983257146064	0	1.0	1.0	nan	1	1	0
70.2933775604	3461.68261719	1.27509827366	0	1.0	1.0	nan	1	1	0
70.2960830927	2673.44116211	0.98475238418	0	1.0	1.0	nan	1	1	0
70.3061363564	2390.72265625	0.880614044933	0	1.0	1.0	nan	1	1	0
70.3246239933	2713.80249023	0.999619333437	0	1.0	1.0	nan	1	1	0
70.3254095031	3024.02612305	1.11388908673	0	1.0	1.0	nan	1	1	0
70.3263487562	2443.86010742	0.900187032912	0	1.0	1.0	nan	1	1	0
70.3453328918	2333.83081055	0.859658139304	0	1.0	1.0	nan	1	1	0
70.3840401809	2303.99682617	0.848668899047	0	1.0	1.0	nan	1	1	0
70.4214553044	2439.92602539	0.898737928023	0	1.0	1.0	nan	1	1	0
70.4266769575	2668.30761719	0.982861461472	0	1.0	1.0	nan	1	1	0
70.4295076144	2352.87182617	0.866671828552	0	1.0	1.0	nan	1	1	0
70.4475901066	2523.75561523	0.929616254291	0	1.0	1.0	nan	1	1	0
70.4804503531	2526.60375977	0.93066535803	0	1.0	1.0	nan	1	1	0
70.5058178073	2211.08789062	0.814446228622	0	1.0	1.0	nan	1	1	0
70.5465134971	2669.5390625	0.983315059899	0	1.0	1.0	nan	1	1	0
70.5713158314	2375.49462891	0.875004856129	0	1.0	1.0	nan	1	1	0
70.5992285932	2668.52807617	0.982942666741	0	1.0	1.0	nan	1	1	0
70.6070584741	2329.0300293	0.857889788891	0	1.0	1.0	nan	1	1	0
70.631827995	2347.46801758	0.864681355198	0	1.0	1.0	nan	1	1	0
70.6345350387	2978.12597656	1.09698193376	0	1.0	1.0	nan	1	1	0
70.6420842026	2127.70507812	0.783732471173	0	1.0	1.0	nan	1	1	0
70.6438336908	2289.90014648	0.843476438062	0	1.0	1.0	nan	1	1	0
70.6625731278	2575.47387695	0.948666488968	0	1.0	1.0	nan	1	1	0
70.6643743108	3297.46411133	1.21460898089	0	1.0	1.0	nan	1	1	0
70.670540712	2848.77661133	1.04933656284	0	1.0	1.0	nan	1	1	0
70.7160137806	2559.96777344	0.942954871813	0	1.0	1.0	nan	1	1	0
70.7197590022	3333.98266602	1.22806045845	0	1.0	1.0	nan	1	1	0
70.7295695875	2360.82788086	0.869602412525	0	1.0	1.0	nan	1	1	0
70.7334031312	2701.74243164	0.995177054466	0	1.0	1.0	nan	1	1	0
70.7612740728	2739.65209961	1.00914094357	0	1.0	1.0	nan	1	1	0
70.9279824598	2337.08618164	0.860857243474	0	1.0	1.0	nan	1	1	0
70.9781927843	2326.515625	0.856963617161	0	1.0	1.0	nan	1	1	0
70.988872409	2308.61010742	0.850368184513	0	1.0	1.0	nan	1	1	0
71.046052274	2531.77563477	0.932570399483	0	1.0	1.0	nan	1	1	0
71.0914403695	2432.24804688	0.895909772402	0	1.0	1.0	nan	1	1	0
71.0946849435	2605.26977539	0.959641700408	0	1.0	1.0	nan	1	1	0
71.1894276606	2810.03662109	1.03506682753	0	1.0	1.0	nan	1	1	0
71.1945173595	2312.84130859	0.851926732163	0	1.0	1.0	nan	1	1	0
71.2147072682	2665.23046875	0.981728004973	0	1.0	1.0	nan	1	1	0
71.2362820658	2293.03295898	0.844630398217	0	1.0	1.0	nan	1	1	0
71.2546589347	2473.35546875	0.911051542594	0	1.0	1.0	nan	1	1	0
71.3498351216	2885.83325195	1.06298624241	0	1.0	1.0	nan	1	1	0
71.3543831609	2673.88867188	0.984917222783	0	1.0	1.0	nan	1	1	0
71.3589559392	2938.20361328	1.08227667562	0	1.0	1.0	nan	1	1	0
71.36075815	2367.8840332	0.872201520724	0	1.0	1.0	nan	1	1	0
71.3873517948	2551.77124023	0.939935708448	0	1.0	1.0	nan	1	1	0
71.3964713836	2345.36328125	0.863906083183	0	1.0	1.0	nan	1	1	0
71.3977966929	2134.68286133	0.786302712382	0	1.0	1.0	nan	1	1	0
71.5066268133	2186.82470703	0.805508972688	0	1.0	1.0	nan	1	1	0
71.5155757359	2624.0847168	0.966572116035	0	1.0	1.0	nan	1	1	0
71.5170598299	2218.34350586	0.817118808256	0	1.0	1.0	nan	1	1	0
71.5299729121	2508.78588867	0.924102209647	0	1.0	1.0	nan	1	1	0
71.6248416898	2464.66357422	0.907849914676	0	1.0	1.0	nan	1	1	0
71.6329350526	3123.17260742	1.15040933571	0	1.0	1.0	nan	1	1	0
71.6353922325	2627.74365234	0.967919871712	0	1.0	1.0	nan	1	1	0
71.693248552	2648.50805664	0.975568364945	0	1.0	1.0	nan	1	1	0
71.7255757799	3163.20532227	1.16515524145	0	1.0	1.0	nan	1	1	0
71.748632561	2773.26708984	1.02152290366	0	1.0	1.0	nan	1	1	0
71.7792326317	2768.39306641	1.01972757476	0	1.0	1.0	nan	1	1	0
71.7876713387	2766.22241211	1.0189280221	0	1.0	1.0	nan	1	1	0
71.8062002776	2196.64599609	0.809126608997	0	1.0	1.0	nan	1	1	0
71.8172977092	2719.56591797	1.0017422712	0	1.0	1.0	nan	1	1	0
71.8267760904	2989.63891602	1.10122268337	0	1.0	1.0	nan	1	1	0
71.8464309627	2999.69995117	1.10492862929	0	1.0	1.0	nan	1	1	0
71.9095272136	2823.23242188	1.03992745303	0	1.0	1.0	nan	1	1	0
71.9731067399	2211.81445312	0.814713855292	0	1.0	1.0	nan	1	1	0
71.9748525594	2227.28955078	0.820414051551	0	1.0	1.0	nan	1	1	0
71.9772383621	3214.70068359	1.18412337158	0	1.0	1.0	nan	1	1	0
71.9888667618	2519.18139648	0.927931357356	0	1.0	1.0	nan	1	1	0
72.0182035485	2395.15795898	0.882247772655	0	1.0	1.0	nan	1	1	0
72.0207491328	2246.0402832	0.827320816031	0	1.0	1.0	nan	1	1	0
72.0274478712	2670.53881836	0.983683316355	0	1.0	1.0	nan	1	1	0
72.0555968725	4078.37207031	1.50225360361	0	1.0	1.0	nan	1	1	0
72.0827643884	3119.80419922	1.14916859473	0	1.0	1.0	nan	1	1	0
72.1008208189	2929.91650391	1.07922414885	0	1.0	1.0	nan	1	1	0
72.104659759	2502.83105469	0.921908768083	0	1.0	1.0	nan	1	1	0
72.1222743158	2380.50317383	0.876849735539	0	1.0	1.0	nan	1	1	0
72.1376519118	2586.85620117	0.952859126933	0	1.0	1.0	nan	1	1	0
72.2031827844	2615.16601562	0.963286944711	0	1.0	1.0	nan	1	1	0
72.2047912054	2393.76977539	0.881736440249	0	1.0	1.0	nan	1	1	0
72.2335600364	2886.58618164	1.06326358133	0	1.0	1.0	nan	1	1	0
72.3024446924	2787.66625977	1.02682678583	0	1.0	1.0	nan	1	1	0
